name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
Elévation,Elévation,Vladimir Cauchemar,2019-06-14,155727,51,0.078,0.689,0.929,0.0,0.32,-4.76,0.277,123.011,0.57,4,7,1,spotify:track:2U2N1Jky3VTWJkb5lRam16,2019,2019,gamma,C9
Hearing,Atlas: Senses,Sleeping At Last,2016-05-06,247799,40,0.818,0.2,0.298,0.937,0.12,-11.599,0.0327,142.029,0.0997,4,7,1,spotify:track:1pUcIyiiqJFmDCxqFMR7xx,2016,2019,gamma,C14
Maman ne le sait pas (feat. Niska),Destin,Ninho,2019-03-22,203301,68,0.399,0.755,0.875,0.0,0.115,-5.944,0.193,145.008,0.393,4,7,0,spotify:track:5c2HadbVTsMKjja4gohEFI,2019,2019,gamma,C49
Coeur de bombe,S.O.S.,Diam's,2009-11-13,263013,51,0.544,0.452,0.64,0.0,0.127,-8.348,0.183,75.951,0.643,4,5,1,spotify:track:2agGy4cDrbzp64OhO9tXfa,2009,2019,gamma,C120
Extremely Cool,Extremely Cool,Chuck E. Weiss,28/04/2000,284640,25,0.449,0.564,0.332,5.11e-06,0.402,-11.519,0.393,71.453,0.368,4,7,1,spotify:track:1rkD35e7Q7HhU4LuAQMQUA,2000,2019,gamma,C200
Love$ick (feat. A$AP Rocky),Mura Masa,Mura Masa,2017-07-14,192160,75,0.147,0.625,0.763,0.0106,0.214,-4.997,0.129,88.753,0.721,4,8,0,spotify:track:3sTN90bIP2cJ1783ctHykO,2017,2019,gamma,C202
Riders on the Storm,Canyon Songs (Bonus Track Version),Lisa Bassenge,25/09/2015,307306,34,0.401,0.541,0.437,0.503,0.371,-10.701,0.0253,104.937,0.528,4,2,1,spotify:track:3lNJwR5zfsWHpgqkArtZJw,2015,2019,gamma,C206
Tombé pour elle (feat. Amel Bent),Aller Retour,La Fouine,2007-03-12,278640,52,0.369,0.676,0.754,0.0,0.134,-5.476,0.178,93.893,0.49,4,8,0,spotify:track:5DCxMQMmW3UFZUj1QtUvVc,2007,2019,gamma,C246
Le message,Sur les chemins du retour,Youssoupha,2009-10-12,313613,22,0.166,0.689,0.748,0.0,0.0768,-5.332,0.332,87.583,0.593,4,4,0,spotify:track:0ryCUTEfm6MF6jC3jZwT2H,2009,2019,gamma,C247
Jealous,Jealous,Labrinth,2014-11-21,287693,1,0.874,0.439,0.153,0.0,0.107,-8.95,0.0479,116.76,0.104,3,1,1,spotify:track:4L2K7JKseFCBoHMZEAszW0,2014,2019,gamma,C249
