name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
Kosmopolit,No One is Illegal,Russkaja,2019-03-29,235490,38,0.000364,0.615,0.785,0.000126,0.242,-4.746,0.0314,123.982,0.566,4,10,0,spotify:track:6q2AmVux0BhUL7v3VqPxKF,2019,2021,alpha,C28
Minnie the Moocher,Minnie the Moocher,Pisk,2017-06-16,221058,47,0.0383,0.715,0.905,0.00233,0.302,-6.024,0.0835,125.96,0.562,4,7,0,spotify:track:0JANCc1DhGuwOBnfaZNzaK,2017,2021,alpha,C38
The Man with the Red Face,Tumult,MEUTE,2017-10-13,498827,41,0.817,0.565,0.704,0.907,0.0906,-9.172,0.0452,122.96,0.196,4,0,0,spotify:track:0nxiBat4Bpj3CPATVhHzTt,2017,2021,alpha,C63
Say What - Pisk Electro Swing Remix,Say What (2019),Cut Capers,2019-10-04,193809,49,0.0318,0.735,0.934,0.000333,0.212,-5.414,0.0484,126.023,0.792,4,0,0,spotify:track:5CoMPmAsnk95FviCoqPFAk,2019,2021,alpha,C143
Bad Water,Bad Water,AronChupa,2016-11-18,211199,39,0.0105,0.714,0.791,1.67e-06,0.441,-7.143,0.177,123.036,0.652,4,6,1,spotify:track:0C7JhR7u07OiV7jvQPjLGJ,2016,2021,alpha,C171
The Arrival,The Grand EP,Smokey Joe & The Kid,2012-06-04,217906,17,0.17,0.746,0.819,0.0,0.281,-4.436,0.298,95.094,0.713,4,4,0,spotify:track:6o5JwTAlNhU4BAyAQfvZ4a,2012,2021,alpha,C240
Lone Digger,<I°_°I>,Caravan Palace,2015-10-16,229804,54,0.592,0.767,0.938,0.0193,0.118,-4.433,0.0505,123.992,0.868,4,5,0,spotify:track:750jVPZnBVLItCUxaRR5iC,2015,2021,alpha,C248
The Game,The Game,Smokey Joe & The Kid,2014-05-12,245040,35,0.0191,0.719,0.857,0.00717,0.611,-4.737,0.25,94.991,0.827,4,5,0,spotify:track:4ktpky3do4hpWOZhhS5w9Q,2014,2021,alpha,C297
Mais Non - 1920 Version,Mais Non (1920 Version),Klischée,2017-10-06,191801,9,0.427,0.865,0.881,0.205,0.316,-6.812,0.127,128.033,0.849,4,1,1,spotify:track:5OeflTgTzyBrdLxJQtcn0c,2017,2021,alpha,C299
Everybody Wants To Be A Cat,The Electric Swing Circus,The Electric Swing Circus,2013-07-22,328806,0,0.063,0.485,0.631,0.000361,0.221,-9.476,0.058,129.964,0.17,4,11,0,spotify:track:3WViX8eEuzfg1oHpIIrhcp,2013,2021,alpha,C334
Lundi Méchant,Lundi Méchant,Gaël Faye,2020-11-06,148386,46,0.743,0.678,0.511,0.000116,0.284,-9.463,0.0537,108.31,0.415,4,11,0,spotify:track:1UrXxVqyLlg6IXUitwyyuw,2020,2021,alpha,C356
Spell on You,Isteri,Ours Samplus,2014-01-10,240000,46,0.189,0.673,0.434,0.455,0.351,-9.579,0.0353,95.042,0.771,4,7,0,spotify:track:5w2zI2TnxiP4DMcsA0P30M,2014,2021,alpha,C394
No Good - Original Mix,No Good,Max Duke,2012-05-22,376240,40,0.163,0.868,0.665,0.062,0.0946,-11.348,0.0467,119.973,0.65,4,10,1,spotify:track:2l8orkHTrP376cRPITw2CI,2012,2021,alpha,C404
Jungle,Notion,Tash Sultana,2017-03-01,315602,7,0.285,0.589,0.699,8.11e-05,0.0881,-5.883,0.0291,145.997,0.496,4,1,0,spotify:track:6t1ahr2f1t9iSjjNFwFb4C,2017,2021,alpha,C408
Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),Eurythmics,1983-01-04,216933,86,0.225,0.692,0.711,0.0,0.12,-7.498,0.0317,125.135,0.875,4,0,0,spotify:track:1TfqLAPs4K3s2rJMoCokcS,1983,2021,alpha,C440
Get Down,Boys & Girl,Deluxe,2019-06-07,251986,43,0.0533,0.64,0.855,2.2e-06,0.113,-5.291,0.102,151.525,0.898,4,7,1,spotify:track:3LcNSmQBqqyf9NZ6S9IjaI,2019,2021,alpha,C517
Danza 2016,Danza 2016,Lucky Chops,2016-03-01,301000,42,0.00225,0.521,0.866,0.663,0.105,-3.608,0.0905,127.972,0.761,4,9,0,spotify:track:1RqYjA6Pz0gP9QTbJkMYeX,2016,2021,alpha,C557
Funkytown / I Feel Good,NYC,Lucky Chops,2015-07-18,356007,44,0.000826,0.505,0.743,0.712,0.0206,-6.376,0.0387,129.997,0.663,4,8,1,spotify:track:4X67ikG4nM5iw26ZkjF34N,2015,2021,alpha,C565
Sweet Dreams Are Made Of This,Unlock Your Mind,The Soul Rebels,2011-01-01,307693,32,0.352,0.662,0.88,0.0157,0.106,-5.451,0.0528,126.883,0.862,4,0,0,spotify:track:5Qz8SdojhHa5dKDF3FMD4K,2011,2021,alpha,C617
Hypnotize - 2014 Remaster,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,1997-03-04,229826,82,0.145,0.901,0.697,0.0,0.287,-3.439,0.28,93.941,0.67,4,9,1,spotify:track:7KwZNVEaqikRSBSpyhXK2j,1997,2021,alpha,C620
Alright,Souldier,Jain,2018-08-24,222493,56,0.0181,0.685,0.611,6.64e-06,0.035,-8.057,0.068,184.055,0.598,4,8,0,spotify:track:44ahv3Zj4FOJoy8gJLZF9B,2018,2021,alpha,C649
My Game,The Deluxe Family Show,Deluxe,2013-09-23,215410,52,0.25,0.79,0.726,0.0,0.0787,-4.919,0.0604,114.953,0.889,4,1,1,spotify:track:22e6sT2Pu8kXpJeItO0xGg,2013,2021,alpha,C691
