name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
DUELE EL CORAZON (feat. Wisin),DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,2016-04-18,199693,70,0.0858,0.716,0.908,0.0,0.135,-3.254,0.103,91.03,0.869,4,8,0,spotify:track:6YZdkObH88npeKrrkb8Ggf,2016,2018,alpha,C34
Droit devant,L'expédition,Les Cowboys Fringants,2008-09-23,285173,0,0.184,0.599,0.826,0.0,0.359,-5.647,0.0303,129.982,0.822,4,9,0,spotify:track:2wNdqbWlq6ALI5TtIYRCYh,2008,2018,alpha,C37
Audition (The Fools Who Dream),La La Land - The Complete Musical Experience,Various Artists,2017-02-24,252339,34,0.742,0.327,0.128,0.0,0.298,-12.569,0.0596,78.912,0.346,3,2,0,spotify:track:3auegbHlex889iJcOR3b92,2017,2018,alpha,C116
Happiest Man on Earth - Radio Edit,"Dear Misfortune, Mother of Joy - EP",Broken Back,2015-08-06,183480,41,0.227,0.761,0.709,2.29e-06,0.289,-6.976,0.0547,119.997,0.777,4,8,0,spotify:track:6rQi85JWh2LcMLwc4SFZOp,2015,2018,alpha,C133
Tchavolo Swing,Django's Lion,Havana Swing,2005-01-01,153066,37,0.759,0.78,0.594,0.84,0.108,-3.937,0.0448,118.747,0.781,4,9,1,spotify:track:7KTD9w6YRemUGglOZiuA4t,2005,2018,alpha,C149
Papa,La vraie vie (Deluxe),Bigflo & Oli,2017-11-03,318173,0,0.253,0.687,0.687,0.0,0.425,-6.269,0.324,103.984,0.578,4,7,0,spotify:track:6lvw8Bhq0o9reeOIBZafnR,2017,2018,alpha,C155
She's Only Happy In The Sun,Diamonds On The Inside,Ben Harper,2003-01-01,233973,22,0.712,0.342,0.32,1.13e-05,0.117,-12.39,0.029,177.354,0.348,4,2,1,spotify:track:4r3XsClSOZLgCi6QuddOWr,2003,2018,alpha,C168
Underground,The Easy Way Out,Mariama,2012-09-24,251026,39,0.821,0.482,0.264,2.93e-06,0.115,-10.236,0.0338,111.629,0.442,4,9,0,spotify:track:0UDRshibuvPUviyfPO2bZd,2012,2018,alpha,C188
SUBEME LA RADIO,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-02-24,207680,71,0.0642,0.688,0.822,0.0,0.241,-3.304,0.0537,91.011,0.66,4,0,1,spotify:track:7nKBxz47S9SD79N086fuhn,2017,2018,alpha,C195
Downtown,Moose Head,Ours Samplus,2016-06-27,185297,43,0.691,0.75,0.41,0.857,0.103,-10.007,0.0337,86.008,0.222,4,7,0,spotify:track:4rs3frrzpepBXoJOGGlzZQ,2016,2018,alpha,C210
September,Before the Birds,Giles Lamb,2014-04-11,199125,28,0.929,0.603,0.518,0.847,0.0895,-9.593,0.0328,115.048,0.217,4,7,1,spotify:track:6VhDkTs7GsFVkivNKYZkXI,2014,2018,alpha,C235
Hopopono,v2.0,GoGo Penguin,2014-03-17,234626,0,0.0978,0.39,0.389,0.94,0.115,-14.025,0.0503,100.648,0.239,4,0,1,spotify:track:1hW0VwYPGPzkz2CIXVIY78,2014,2018,alpha,C293
El Ciego,P60LO FR3SU,Paolo Fresu,10/02/2021,341391,3,0.956,0.579,0.294,0.494,0.208,-11.119,0.07,105.913,0.485,4,2,0,spotify:track:5Mfrusx5JOup56lSbJl5gq,2021,2018,alpha,C307
The Other Side,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,2017-12-08,214373,75,0.00433,0.638,0.795,0.00139,0.153,-8.45,0.302,153.99,0.31,4,0,1,spotify:track:2cKovq3l6OJjhVVDbVKOsr,2017,2018,alpha,C311
Some of These Days,Shanghai'd,The Hot Sardines,2011-07-25,233053,28,0.686,0.768,0.269,0.232,0.0945,-13.437,0.0421,114.796,0.553,4,2,0,spotify:track:63TbeXsYrcRE7tQGBUuEj3,2011,2018,alpha,C358
Sun,Beacon,Two Door Cinema Club,2012-09-03,187720,0,0.011,0.647,0.534,0.000249,0.104,-5.439,0.0279,96.98,0.673,4,4,0,spotify:track:4jJEQg6mr3fQsUCYTwhBEZ,2012,2018,alpha,C419
Sang M√™l√©,Face to Face,Eddy Louiss,06/11/2001,305840,7,0.871,0.619,0.462,0.567,0.109,-9.694,0.0532,108.602,0.648,3,5,0,spotify:track:5x2JOUmS1Xcn2du5LziV5E,2001,2018,alpha,C429
Cheesecake,Hello Louis - The Hit Years (1963-1969),Louis Armstrong,2010-01-01,147680,0,0.569,0.757,0.69,0.0,0.33,-5.741,0.154,96.326,0.82,4,10,1,spotify:track:2xYm1epYlaqXlvhopfFiyf,2010,2018,alpha,C478
Classic Rope-A-Dope,La La Land - The Complete Musical Experience,Various Artists,2017-02-24,45622,0,0.879,0.553,0.0387,0.0564,0.105,-23.273,0.0551,82.221,0.245,4,5,1,spotify:track:0iPPWbSUQnatvJSuEf0QKA,2017,2018,alpha,C484
Sunday With A Flu,Sunday With A Flu,Yodelice,2008-01-01,138453,0,0.153,0.634,0.679,6.26e-05,0.0808,-6.957,0.0419,174.147,0.92,4,2,0,spotify:track:32kKnVcfEkYyfTfEDqusHh,2008,2018,alpha,C503
Parade,Tohu Bohu,Rone,2012-10-15,381157,40,0.0964,0.632,0.434,0.769,0.0988,-13.478,0.0424,119.989,0.11,4,7,1,spotify:track:3M32k1qJEsl6J1prAKjVth,2012,2018,alpha,C507
When I Get Low I Get High,French Fries & Champagne,The Hot Sardines,2016-06-17,228160,0,0.88,0.639,0.301,0.0936,0.217,-9.054,0.108,199.768,0.803,4,0,0,spotify:track:0sjIdpukA8Yy85nZIdtBu5,2016,2018,alpha,C560
The Story of the Impossible,Going to Where the Tea Trees Are,Peter von Poehl,2006-01-01,217853,0,0.888,0.61,0.412,0.139,0.108,-11.57,0.0259,76.605,0.397,4,3,1,spotify:track:2EllydpSVxCQJT2ssTbFL6,2006,2018,alpha,C582
Jimmy's Gang,"The Princess, Pt. Two",Parov Stelar,2012-04-20,327400,45,0.0882,0.902,0.692,0.823,0.0884,-7.057,0.0714,125.023,0.461,4,9,0,spotify:track:0AsMWmrDR1XcVOIASfmvzW,2012,2018,alpha,C606
Smile,Smile,Ours Samplus,2015-03-18,170016,47,0.0207,0.821,0.514,0.0334,0.0981,-5.776,0.133,91.974,0.781,4,8,0,spotify:track:78Et85CyEb5fmvhQavjf4F,2015,2018,alpha,C636
Dommage,La vraie vie (Deluxe),Bigflo & Oli,2017-11-03,238146,0,0.392,0.753,0.59,0.0,0.134,-8.052,0.178,172.095,0.804,4,9,0,spotify:track:0sprp4BThsn5FfONFvtEOz,2017,2018,alpha,C732
She's Always Right (I'm Never Wrong),Rattle Them Bones (Deluxe Edition),Big Bad Voodoo Daddy,2012-09-04,206866,0,0.264,0.466,0.561,4.3e-05,0.211,-5.464,0.0996,198.903,0.746,4,9,1,spotify:track:5mOLGD9RKAPFcVxCUkwFCr,2012,2018,alpha,C800
Another Day Of Sun - With Radios,La La Land - The Complete Musical Experience,Various Artists,2017-02-24,274333,0,0.0186,0.514,0.783,3.36e-05,0.868,-7.356,0.0723,125.893,0.683,4,8,1,spotify:track:1HrECVaYg8TGraIFF3vQAb,2017,2018,alpha,C838
A Million Dreams,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,2017-12-08,269453,75,0.243,0.265,0.312,0.0,0.0893,-11.689,0.0569,54.747,0.0998,3,7,1,spotify:track:0RoA7ObU6phWpqhlC9zH4Z,2017,2018,alpha,C879
On n'est pas fatigués,Jusqu'à la mer,Amélie-Les-Crayons,2012-10-08,216546,18,0.588,0.725,0.579,0.0,0.224,-5.918,0.0531,103.03,0.688,3,0,1,spotify:track:2jEaeStC4QfNELXEGtdsDw,2012,2018,alpha,C901
Despacito (Featuring Daddy Yankee),Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-01-13,228200,1,0.209,0.66,0.786,0.0,0.112,-4.757,0.17,177.833,0.846,4,2,1,spotify:track:4aWmUDTfIPGksMNLV2rQP2,2017,2018,alpha,C919
Sortie du corps,Orphan Loops,Ours Samplus,2018-02-02,204545,30,0.369,0.282,0.73,0.0761,0.184,-5.997,0.0429,174.398,0.385,4,3,0,spotify:track:0ZKBBK2R52AbO7MXIO3LZT,2018,2018,alpha,C930
Close to You,April Uprising,John Butler Trio,2010-03-25,231400,0,0.00515,0.659,0.813,6.86e-05,0.326,-6.139,0.029,134.092,0.96,4,9,0,spotify:track:0tRm8LUPPOTgNy8Y0vlfog,2010,2018,alpha,C949
Bei Mir Bist Du Schoen,The Hot Sardines,The Hot Sardines,2014-10-07,246440,37,0.613,0.725,0.454,0.0184,0.0376,-8.757,0.206,123.433,0.66,4,0,0,spotify:track:5PZ9eSpVcSgPLKRjbAl15t,2014,2018,alpha,C961
"Gloire à toi, ô Dieu","Best of Louange, Vol. 2",Chants Il est vivant,2015-09-04,116333,0,0.691,0.604,0.578,0.0,0.387,-6.73,0.0342,131.98,0.41,4,7,1,spotify:track:1HeuzIaJvJETczV3nolU4G,2015,2018,alpha,C989
Lola en confiture,Le poids des confettis,Les sœurs Boulay,2013-03-26,189293,1,0.902,0.678,0.201,0.0,0.114,-11.268,0.0357,110.823,0.346,4,5,1,spotify:track:6ikCC64N8iWaGtOj64ha5n,2013,2018,alpha,C1033
Jus de boussole,4488 de l'amour,Les sœurs Boulay,2015-10-16,162360,19,0.554,0.678,0.332,0.0,0.12,-9.366,0.0265,107.515,0.763,4,2,1,spotify:track:00xtghUdsyRfGDZx7LgSBs,2015,2018,alpha,C1279
Monsieur,L'expédition,Les Cowboys Fringants,2008-09-23,234280,28,0.0118,0.487,0.805,0.0,0.119,-4.999,0.0431,163.886,0.705,4,0,1,spotify:track:6t7SR3bAL3XpqwcFVSCdV9,2008,2018,alpha,C1289
Deep Inside,One Day One Beat,Ours Samplus,2014-06-06,182333,44,0.00098,0.569,0.655,0.577,0.115,-5.717,0.035,179.978,0.633,4,1,0,spotify:track:3WibcMTQmEomwQEbYvYkFk,2014,2018,alpha,C1299
Lambé An Dro,Antaology,Matmatah,2015-09-25,230413,17,0.00311,0.61,0.912,0.0,0.12,-4.188,0.15,120.077,0.684,4,6,0,spotify:track:4XsLyDHDmUCia8cuuZcgx6,2015,2018,alpha,C1360
I Say a Little Prayer,I Say a Little Prayer,Scary Pockets,2018-08-20,162760,0,0.252,0.676,0.597,0.0,0.127,-8.033,0.0546,135.95,0.836,4,0,1,spotify:track:5gK5EKvylCesSd71PFogpP,2018,2018,alpha,C1374
My Number,Holy Fire,Foals,2013-02-11,240533,0,0.0319,0.639,0.744,0.000458,0.466,-8.377,0.0368,128.047,0.825,4,6,0,spotify:track:4c9WmjVlQMr0s1IjbYO52Z,2013,2018,alpha,C1390
The Nosebleed Section,The Nosebleed Section,Hilltop Hoods,2016-01-22,219640,60,0.51,0.846,0.828,1.28e-06,0.0906,-5.447,0.165,97.453,0.908,4,1,1,spotify:track:0shAFLY8DIPuKbiFS8RqQP,2016,2018,alpha,C1392
City Of Stars (Humming),La La Land (Original Motion Picture Soundtrack),Justin Hurwitz,2016-12-09,162973,57,0.975,0.564,0.0136,0.0168,0.111,-24.79,0.0349,93.205,0.397,4,4,0,spotify:track:3gbwtdRrtD05lz08DTxfFt,2016,2018,alpha,C1409
La grande cascade,Plaisirs d'amour,René Aubry,1998-10-09,268132,37,0.84,0.634,0.404,0.905,0.136,-13.31,0.038,119.929,0.622,4,10,0,spotify:track:0YVRLEj2Y5Yf4LMNT2rznM,1998,2018,alpha,C1527
Comme d'hab,La cour des grands,Bigflo & Oli,2015-06-01,244666,0,0.26,0.873,0.705,0.0,0.0561,-5.243,0.262,92.04,0.758,4,11,0,spotify:track:3oQWbryGmVKiq8EHgGEFXE,2015,2018,alpha,C1539
La cerise,La cerise,Matmatah,2007-01-01,215760,52,0.0375,0.547,0.745,0.0,0.0851,-4.969,0.0397,104.935,0.358,4,2,0,spotify:track:2quLcKfpSNzpnqSnR41MA5,2007,2018,alpha,C1646
Raggamuffin,Selah Sue,Selah Sue,2011-03-04,160000,0,0.196,0.486,0.604,0.0,0.107,-5.934,0.215,187.704,0.721,4,0,0,spotify:track:6ecoO27L7nOg7BaJ2Qv3vu,2011,2018,alpha,C1665
