name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
"Embraceable You (From ""Girl Crazy"")",Taking A Chance On Love,Jane Monheit,2004,226813,13,0.984,0.36,0.0758,3.4e-05,0.132,-17.96,0.038,78.602,0.15,4,0,0,spotify:track:4A1lmo9SgBlODfWEBPZguZ,2004,2019,beta,C17
Palace - Cover,Palace (Cover) / Diane,Cam,2018-04-20,229496,46,0.926,0.403,0.0427,7.52e-05,0.0984,-11.177,0.0366,78.073,0.274,3,6,0,spotify:track:3gkqjWvOpWpFQYX5AzqrY3,2018,2019,beta,C22
Hold My Girl,Staying at Tamara's,George Ezra,2018-03-23,211763,76,0.597,0.614,0.527,0.0,0.11,-6.374,0.0302,121.941,0.354,4,10,1,spotify:track:42bbDWZ8WmXTH7PkYAlGLu,2018,2019,beta,C65
LA Rain - Demo,Notes from California,Max Jury,2019-01-04,237546,0,0.783,0.76,0.152,1.97e-06,0.112,-12.741,0.0353,99.987,0.277,4,4,1,spotify:track:0p62nzdNta23OdS8UzkHps,2019,2019,beta,C157
Making All Things New,Making All Things New,Aaron Espe,2015-10-23,159600,0,0.896,0.786,0.355,0.0201,0.111,-11.429,0.0288,99.978,0.479,4,0,1,spotify:track:59yRjmpE2VtyiEot3Ff9LM,2015,2019,beta,C183
What About Us - Acoustic Version,What About US,Maverick,2017-12-20,274055,0,0.259,0.575,0.388,0.00079,0.0855,-7.832,0.0943,185.773,0.367,4,2,1,spotify:track:0ucojztIFlYiRBhrScv3Al,2017,2019,beta,C214
Le ruban dénoué: I. Décrets indolents du hasard,Belle Époque,Ludmila Berlinskaya,2018-10-05,88405,0,0.995,0.262,0.0119,0.96,0.0706,-35.283,0.0397,100.215,0.0555,3,6,0,spotify:track:1D2AIHnwZDKINfYGnhxrKg,2018,2019,beta,C287
Bookstore Girl,"Two, Moonlight",Charlie Burg,2018-07-20,203076,44,0.852,0.615,0.159,6.74e-06,0.0991,-18.066,0.0339,129.971,0.241,4,2,1,spotify:track:6IGejZNdxjCsWQumaHD6LE,2018,2019,beta,C376
Lose My Cool,3:33am,Amber Mark,2017-05-12,214578,62,0.564,0.717,0.482,0.000235,0.0921,-8.071,0.0465,103.006,0.321,4,3,1,spotify:track:3G9zeErd0kMx012kmYUrm7,2017,2019,beta,C377
Mad About You,The Magnificent Tree,Hooverphonic,2000,223733,63,0.00109,0.465,0.844,0.399,0.0865,-4.352,0.0379,170.358,0.155,4,1,0,spotify:track:5drK2kTE2mrUdV33iHWyrx,2000,2019,beta,C521
