name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
Derezzed,TRON Legacy: Reconfigured,Daft Punk,2011-01-01,303946,0,0.138,0.7,0.728,0.877,0.264,-7.299,0.109,127.98,0.142,4,7,0,spotify:track:4bJhvPYFBlyoUOo8ts3b6B,2011,2016,epsilon,C86
Relax,"Piano Music for Studying, Focus, Memory, Work, Brain Power and Concentration for Exams",Various Artists,2016-05-12,82640,2,0.935,0.503,0.108,0.946,0.112,-17.101,0.0331,74.994,0.0394,4,0,0,spotify:track:2svslhUzhsFosG6Hp01qqc,2016,2016,epsilon,C90
Lago Di Garda,"Piano Music for Studying, Focus, Memory, Work, Brain Power and Concentration for Exams",Various Artists,2016-05-12,177763,2,0.99,0.462,0.0526,0.881,0.103,-21.388,0.0404,170.806,0.153,3,5,1,spotify:track:4yYpLwxA4TKZ1jWTi78JAH,2016,2016,epsilon,C126
Stand by Me,Don't Play That Song (Mono),Ben E. King,1962-08-20,180055,81,0.57,0.65,0.306,7.07e-06,0.0707,-9.443,0.0393,118.068,0.605,4,9,1,spotify:track:3SdTKo2uVsxFblQjpScoHy,1962,2016,epsilon,C278
Work from Home,Work from Home,Fifth Harmony,2016-02-27,216575,0,0.102,0.803,0.631,7.39e-06,0.0858,-4.213,0.0444,104.999,0.659,4,8,1,spotify:track:0SJPThTy7ynySPF4euczx7,2016,2016,epsilon,C359
California Love,Hip-Hop - West Coast All Stars,Various Artists,2011-08-30,348000,44,0.0275,0.658,0.87,0.0,0.656,-3.019,0.0955,91.647,0.791,4,5,1,spotify:track:0LyLz6XsVs6wz85dK0S6EG,2011,2016,epsilon,C417
Tubthumping - I get knocked Down,Football Hits - Fußball Lieder (Hits for Football Fans),Partysingers,2012-02-27,240213,31,0.152,0.63,0.901,0.0,0.972,-7.358,0.0494,103.856,0.838,4,2,1,spotify:track:2cY3YDf9AQl2DuocD0JYf0,2012,2016,epsilon,C518
Get Down On It - Single Version,The Very Best Of Kool & The Gang,Kool & The Gang,1999-01-01,212906,0,0.205,0.879,0.626,6.07e-05,0.056,-6.344,0.0604,110.864,0.968,4,7,1,spotify:track:1OsCKwNZxph96EkNusILRy,1999,2016,epsilon,C538
OMG,OMG,Different Heaven,2015-10-03,219384,0,8.66e-05,0.718,0.817,0.88,0.0515,-4.98,0.0552,128.024,0.462,4,11,0,spotify:track:3gIIAfRzIa3qNb213MsfhV,2015,2016,epsilon,C618
We Are The People,Walking On A Dream (Special Edition),Empire of the Sun,2009-01-01,267354,64,0.0981,0.666,0.785,0.0198,0.434,-5.37,0.0308,122.973,0.549,4,4,0,spotify:track:57RHMnLMQx8Qz5V6c0E8dF,2009,2016,epsilon,C619
Fresh,The Very Best Of Kool & The Gang,Kool & The Gang,1999-01-01,228626,0,0.013,0.846,0.49,0.051,0.031,-11.384,0.0333,117.733,0.926,4,11,0,spotify:track:0M7mg2qFQ1jCAaB8Bzd6LF,1999,2016,epsilon,C679
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,30,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,0.515,4,4,1,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,2015,2016,epsilon,C694
Rap Game,Le Code De L'horreur,Rohff,2008-12-12,266760,40,0.163,0.851,0.808,0.0,0.126,-3.684,0.327,83.994,0.489,4,8,1,spotify:track:0Q2V3BgdeM9UdrUjb1PavJ,2008,2016,epsilon,C781
U Can't Touch This,U Can't Touch This: The Collection,MC Hammer,2003-01-01,257066,40,0.0042,0.871,0.696,0.00108,0.261,-7.153,0.0851,133.35,0.799,4,11,0,spotify:track:28bQQwthc9mWWRgDE5ND3v,2003,2016,epsilon,C788
Jailhouse Rock,TPH Production Perform The Blues Brothers,The Blues Brothers,2005-08-08,206393,0,0.227,0.594,0.759,0.00057,0.293,-9.884,0.0514,89.995,0.944,4,9,0,spotify:track:1fnGQ8O5hrmg14QGnPzLR2,2005,2016,epsilon,C809
Together - Lost Kings Remix,Together (Remixes),CAZZETTE,2015-07-17,187269,0,0.0269,0.585,0.903,0.000885,0.104,-3.776,0.0317,125.055,0.302,4,7,0,spotify:track:4jyhGPelgufi6wzbdOg1X2,2015,2016,epsilon,C822
Stand by Me,Soul,Seal,2008-10-31,242813,62,0.256,0.736,0.439,0.0,0.143,-6.436,0.0272,107.455,0.812,4,9,1,spotify:track:5pztwVl6brVgqYjYQ93us6,2008,2016,epsilon,C846
Ok,Ok,OMFG,2015-05-13,204180,38,0.00325,0.662,0.939,0.919,0.104,-2.672,0.0428,108.992,0.567,4,11,1,spotify:track:2BrEHx5ITLJHYF7A68XAiE,2015,2016,epsilon,C881
Keep My Cool,Keep My Cool,Madcon,2015-10-09,187212,38,0.00112,0.814,0.759,0.00032,0.0242,-4.349,0.0739,121.049,0.82,4,10,0,spotify:track:52jgoqbfmNJmPngHkEIgZn,2015,2016,epsilon,C910
Yeah,Yeah,OMFG,2015-04-08,216778,45,0.00243,0.629,0.948,0.419,0.0509,-1.797,0.0343,110.005,0.581,4,11,0,spotify:track:30IGeXBoaRf63sfgdvzdJg,2015,2016,epsilon,C944
Stronger,Graduation (French Limited Version),Kanye West,2007-09-11,311946,0,0.00529,0.631,0.72,0.0,0.372,-7.854,0.13,103.987,0.478,4,10,0,spotify:track:0zQS4nZPuKl1isqXVGhwUg,2007,2016,epsilon,C950
I Took A Pill In Ibiza - Seeb Remix,I Took A Pill In Ibiza (Seeb Remix),Mike Posner,2015-07-24,199226,0,0.037,0.673,0.79,9.95e-06,0.0875,-4.663,0.0893,102.013,0.705,4,7,0,spotify:track:7vfWgVGiLgnGbInU5lvSQg,2015,2016,epsilon,C1043
Le son qui tue (avec Natty),la fierte des notres,Rohff,2004-06-18,224200,57,0.238,0.659,0.834,0.0,0.0847,-4.428,0.17,91.517,0.757,4,1,0,spotify:track:3ee6eXqZqJo3DJEiBr1SHs,2004,2016,epsilon,C1125
Fast Car,Fast Car,Jonas Blue,2015-12-04,212424,1,0.453,0.459,0.587,0.0,0.307,-6.983,0.0785,113.901,0.581,4,9,1,spotify:track:6OZh916QF8XNunWaP97WEZ,2015,2016,epsilon,C1149
