name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
Song of Durin,Song of Durin,Lauren Nicole Walker,2016-05-20,157985,0,0.712,0.291,0.155,4.32e-05,0.11,-17.05,0.0324,94.908,0.0417,3,8,1,spotify:track:3Kfq9WxpIRHLoAyFJ6SXtQ,2016,2020,epsilon,C106
Ride It,Ride It,Regard,2019-07-26,157605,82,0.177,0.88,0.751,6.43e-05,0.106,-4.258,0.0874,117.948,0.884,4,7,0,spotify:track:2tnVG71enUj33Ic2nFN6kZ,2019,2020,epsilon,C162
Immortal Machine,"Warhammer 40,000: Mechanicus (Original Soundtrack)",Guillaume David,2020-02-19,58459,0,0.708,0.17,0.199,0.974,0.104,-23.067,0.0519,67.551,0.218,3,11,0,spotify:track:5XHM4Iy3GtyHV5udzs2sEY,2020,2020,epsilon,C231
Ikigai,Ikigai,Isolated,2018-12-29,148793,37,0.117,0.487,0.434,0.893,0.106,-7.025,0.0338,79.993,0.0413,4,10,0,spotify:track:1vlYw0A9j7WM62bcIyhaSM,2018,2020,epsilon,C256
Wormhole 2.0,2017 Singles,Wice,2018-02-01,224236,34,0.0407,0.558,0.894,0.541,0.253,-5.903,0.108,75.003,0.21,4,0,0,spotify:track:5ZXe4q4Dl5zarruvHG5tMW,2018,2020,epsilon,C312
Lost Civilizations,"Warhammer 40,000: Mechanicus (Original Soundtrack)",Guillaume David,2020-02-19,205980,0,0.642,0.273,0.304,0.902,0.111,-18.941,0.0441,124.296,0.0567,4,0,0,spotify:track:6hjSgw0rksYlIJFGszOW5b,2020,2020,epsilon,C367
Cir•cles,Jupiter,Couros,2016-11-11,245454,34,0.842,0.74,0.528,0.849,0.338,-8.909,0.232,110.041,0.22,4,0,1,spotify:track:6jxyuE21MK18ua5nFQcJKH,2016,2020,epsilon,C381
Edge of the Light,Edge of the Light,Jordan Critz,2017-11-10,238530,40,0.791,0.298,0.361,0.941,0.106,-12.99,0.0357,127.859,0.0744,4,9,0,spotify:track:2QJoCgY2zNzvVTNVOooWbW,2017,2020,epsilon,C491
Weekend milliardaire,Antiquités,Nhyx,2017-03-10,265365,0,0.0169,0.642,0.648,0.715,0.334,-9.335,0.0653,122.966,0.899,4,7,0,spotify:track:6eCs2CmP5IeliPeQceSyUx,2017,2020,epsilon,C542
Stormwind,World of Warcraft Original Soundtrack,Various Artists,2004-11-23,135906,43,0.82,0.201,0.236,0.883,0.101,-11.019,0.0317,145.933,0.0546,4,8,0,spotify:track:2gCfmy7yKAAPYymXZzOp13,2004,2020,epsilon,C592
Carry Me,Arcadia,Eurielle,2015-12-05,277786,0,0.786,0.206,0.236,0.0148,0.104,-12.638,0.0378,115.411,0.0361,4,11,0,spotify:track:6gFptCcOkPwC6p92l2WBOc,2015,2020,epsilon,C725
Green Light,Green Light,Airixis,2019-07-10,156000,23,0.279,0.939,0.586,0.00107,0.124,-9.823,0.0377,120.008,0.773,4,9,0,spotify:track:2l0Gh537207OxLzuRtU5jd,2019,2020,epsilon,C776
Escape,Escape,Sappheiros,2017-12-06,310177,40,0.735,0.423,0.481,0.925,0.101,-12.001,0.0606,130.007,0.067,4,6,0,spotify:track:5wknTa7Rfw5vHwJioN88wS,2017,2020,epsilon,C792
Astronomia,Astronomia,Vicetone,2016-09-16,198095,68,0.00561,0.653,0.945,0.915,0.439,-2.634,0.096,126.093,0.326,4,5,1,spotify:track:3hWfKBt3n7j1xqIy6LA5ve,2016,2020,epsilon,C832
Ghost in The Shell,Ghost in the Shell LP,Magnus Deus,2018-11-05,558551,24,0.0353,0.651,0.472,0.906,0.103,-10.906,0.0296,109.984,0.0574,4,8,1,spotify:track:4yN2VARIr9pHjmBaoMdQ9X,2018,2020,epsilon,C868
Night Drive - Radio Edit,Night Drive (Radio Edit),Sean&Bobo,2020-07-24,174375,35,0.089,0.774,0.729,0.879,0.137,-7.963,0.0504,128.036,0.178,4,5,1,spotify:track:3H6x81DBMYVpIL6OtbKRKx,2020,2020,epsilon,C941
Eurielle,Arcadia,Eurielle,2015-12-05,296933,0,0.887,0.177,0.158,0.00582,0.116,-15.4,0.0366,105.157,0.0578,1,3,0,spotify:track:7qMarfB1cl5gFV1RXogew5,2015,2020,epsilon,C958
Fighting for Love,Waiting for the Sunset,Yesable,2016-01-29,206554,0,0.0312,0.699,0.749,0.000518,0.299,-4.326,0.0429,127.933,0.54,4,4,0,spotify:track:3ORhVZG50qZN0YAAKZBd3u,2016,2020,epsilon,C1018
United We Stand - Divided We Fall,Archangel,Two Steps from Hell,2011-09-20,237843,50,0.0077,0.388,0.901,0.385,0.119,-6.846,0.122,169.985,0.146,4,9,0,spotify:track:2ZssT3XEX1cObqahy9YrQM,2011,2020,epsilon,C1094
Optimistic Nihilism,"Kurzgesagt, Vol. 4 (Original Motion Picture Soundtrack)",Epic Mountain,2017-12-24,372000,48,0.597,0.544,0.429,0.836,0.355,-16.308,0.0338,120.063,0.0577,4,2,0,spotify:track:3PmEzB2ORXmXBx07JY9z66,2017,2020,epsilon,C1131
RISE,RISE,League of Legends,2018-09-28,192881,77,0.0169,0.459,0.663,0.0,0.0621,-5.939,0.1,176.791,0.412,4,8,0,spotify:track:69Sy7207dnixZ6w7RSV9Kb,2018,2020,epsilon,C1151
Millennial Rage,"Warhammer 40,000: Mechanicus (Original Soundtrack)",Guillaume David,2020-02-19,401965,0,0.0874,0.545,0.473,0.859,0.132,-14.983,0.0378,144.993,0.058,4,2,1,spotify:track:3gdQvcg064B5Onk4cZe86B,2020,2020,epsilon,C1182
The Return,The Campfire Tales,Philter,2016-11-04,192346,16,0.00402,0.778,0.577,0.749,0.108,-10.593,0.0499,139.98,0.196,4,1,0,spotify:track:3auUhwN9iyjlmlzRZsZgfF,2016,2020,epsilon,C1207
Depths of Eternity,Depths of Eternity,William Roud,2017-09-25,178370,40,0.96,0.129,0.0488,0.904,0.108,-23.641,0.037,68.8,0.0352,4,11,1,spotify:track:1Ujn2n8YOeyXbUM4fAlN0A,2017,2020,epsilon,C1220
Fljótavík,Sigur Rós: Fljótavík,Georg Holm,2019-11-29,248692,47,0.948,0.141,0.137,0.562,0.0612,-15.424,0.0431,85.479,0.0353,4,8,1,spotify:track:6hkOAdgduiWe3jCV3PjPKJ,2019,2020,epsilon,C1260
If Only You Knew How Much I Love You,The Vanquisher of Death,Efisio Cross,2019-01-25,320055,33,0.934,0.304,0.418,0.987,0.0807,-12.662,0.0321,179.92,0.17,4,10,0,spotify:track:74KsePP5aYvkpqztyZpxBI,2019,2020,epsilon,C1330
A Sacrifice to Save You,Tears from Heaven,Efisio Cross,2017-06-06,305750,41,0.623,0.299,0.534,0.427,0.148,-11.808,0.049,80.007,0.0886,4,7,0,spotify:track:0pqkiDzXkGrD29paoiam3c,2017,2020,epsilon,C1379
Hell Shall Perish,The Vanquisher of Death,Efisio Cross,2019-01-25,260471,37,0.309,0.391,0.744,0.889,0.144,-12.475,0.0885,151.957,0.37,4,1,1,spotify:track:6IPlZRt2tHYAzadTuigw4M,2019,2020,epsilon,C1391
Strength of a Thousand Men,Archangel,Two Steps from Hell,2011-09-20,136892,62,0.0962,0.478,0.906,0.919,0.115,-6.781,0.0419,140.021,0.59,4,0,0,spotify:track:3GJZLvGXaVszYdSBLMtJFX,2011,2020,epsilon,C1399
Rainy Nights,Rainy Nights,Azaleh,2017-02-26,226285,44,0.793,0.674,0.254,0.91,0.0991,-16.671,0.0383,139.991,0.182,4,5,0,spotify:track:1ym6WoyPytqbXcKYcnktlS,2017,2020,epsilon,C1422
City of the Dead,Arcadia,Eurielle,2015-12-05,307026,0,0.643,0.138,0.593,0.000109,0.0955,-9.562,0.0625,69.857,0.181,4,5,0,spotify:track:0P4TBgExJNP8CeYzYpvGMt,2015,2020,epsilon,C1451
Dragon Rider,Archangel,Two Steps from Hell,2011-09-20,113837,54,0.000389,0.404,0.872,0.839,0.132,-8.72,0.0386,159.953,0.86,4,5,0,spotify:track:0G8iyOJFQ8Wvm4Fe6xjQdr,2011,2020,epsilon,C1519
Drop That Low (When I Dip),Drop That Low (When I Dip),Tujamo,2016-04-01,159999,70,0.00945,0.586,0.896,0.836,0.121,-4.132,0.372,125.744,0.103,4,5,0,spotify:track:0WSjVLITbxV6kVXndziQDm,2016,2020,epsilon,C1553
I Am Justice,Diablo III Soundtrack,Various Artists,2012-05-15,117146,29,0.947,0.183,0.273,0.975,0.121,-15.463,0.0396,81.733,0.0395,4,7,0,spotify:track:5EvsiIJshH7dJH83jvEfc0,2012,2020,epsilon,C1688
Framganga,Herja,Danheim,2018-04-01,201116,47,0.147,0.678,0.286,0.818,0.227,-14.766,0.0339,108.01,0.0392,4,10,0,spotify:track:2c5dXCFG0U1dIeIPOE2nMX,2018,2020,epsilon,C1742
Wild,Wild,Efisio Cross,2020-06-23,133033,9,0.0425,0.339,0.722,1.64e-05,0.0783,-8.553,0.29,152.204,0.602,4,9,0,spotify:track:6v6YywmyV7cXMEOXmL6BNf,2020,2020,epsilon,C1756
Children of the Omnissiah,"Warhammer 40,000: Mechanicus (Original Soundtrack)",Guillaume David,2020-02-19,106804,0,0.557,0.119,0.125,0.91,0.108,-20.239,0.0343,172.654,0.0512,3,9,1,spotify:track:5ke8B2lnqBaczz2BcC1qpc,2020,2020,epsilon,C1831
Awaken,Awaken,League of Legends,2019-01-22,198187,66,0.00499,0.0993,0.626,0.00161,0.0741,-8.212,0.0467,49.452,0.0399,5,9,0,spotify:track:3jevgr3fYdv9wYO3IDJq2a,2019,2020,epsilon,C1840
Sugarbabe,Sugarbabe,Rilès,2019-08-09,178906,28,0.455,0.773,0.453,4.69e-06,0.0853,-9.7,0.0673,75.985,0.558,4,11,0,spotify:track:6tETaJ828zTsyWrSikcpoC,2019,2020,epsilon,C1895
Rue Montorgueil,Streets Of Paris,Tomas Skyldeberg,2016-06-23,180000,20,0.822,0.77,0.289,0.696,0.127,-15.027,0.12,140.131,0.715,3,1,0,spotify:track:7E9OmxWZCyasrZwPG8HwT3,2016,2020,epsilon,C1912
Drown - Original Mix,Drown,Enzalla,2015-07-18,327000,16,0.467,0.585,0.458,0.865,0.0658,-10.839,0.153,134.977,0.0513,4,5,0,spotify:track:4CNEJIt1IvdkuYuPfeFYVk,2015,2020,epsilon,C1923
Post Malone (feat. RANI) - VIZE Remix,Post Malone (feat. RANI) [VIZE Remix],Sam Feldt,2019-09-12,154838,64,0.00438,0.687,0.887,0.00629,0.172,-4.97,0.0564,124.017,0.345,4,7,1,spotify:track:3mruwwpKfG5NYmnEr6O5Dw,2019,2020,epsilon,C1930
Touch off,Touch off,UVERworld,2019-03-01,260706,0,2.86e-05,0.499,0.891,0.000328,0.28,-3.757,0.046,99.999,0.215,4,4,0,spotify:track:2iscENxaM7EI43TVSyNUjz,2019,2020,epsilon,C1945
Protectors of the Earth,Invincible,Two Steps from Hell,2010-05-03,169714,62,0.0395,0.441,0.934,0.96,0.15,-6.766,0.0482,109.98,0.374,3,7,0,spotify:track:1YtHpYEbbfQQIyxXkdxEoW,2010,2020,epsilon,C1948
Love the Way You Dance,Love the Way You Dance,Rilès,2017-04-24,216224,28,0.535,0.618,0.533,0.0,0.116,-7.431,0.242,140.303,0.506,4,7,0,spotify:track:1ufRjL5FQtonDDtNUV6A42,2017,2020,epsilon,C1970
I Have Overcome The World,Crown of Thorns,Efisio Cross,2020-04-14,295968,25,0.0452,0.19,0.516,0.429,0.264,-11.513,0.0466,117.838,0.211,4,6,0,spotify:track:1S8B1OUubXmxW9Ryvhe1i5,2020,2020,epsilon,C1973
Give 'Em the Love,Give 'Em the Love,J+1,2019-08-19,150352,45,0.563,0.642,0.476,0.0767,0.0947,-13.026,0.0554,169.933,0.309,4,9,0,spotify:track:6vSwsxFqzr3RrSgtnfjAxO,2019,2020,epsilon,C1987
Die in Your Arms,Die in Your Arms,Zeper,2020-03-27,169500,29,0.627,0.719,0.69,0.0,0.107,-6.115,0.0323,104.967,0.446,4,0,1,spotify:track:51u91rpOVsphj7LzZYO9YH,2020,2020,epsilon,C2138
Warriors,Warriors,League of Legends,2020-01-10,204586,72,0.1,0.14,0.478,0.000112,0.105,-10.145,0.0484,185.121,0.0412,3,1,0,spotify:track:3f4fc8c8unrQeKecmUPEDR,2020,2020,epsilon,C2151
Who Will Help Me Carry Him,Who Will Help Me Carry Him,Dan Thiessen,2021-06-13,265200,0,0.0578,0.151,0.411,0.891,0.0612,-14.441,0.0336,96.94,0.0394,4,9,0,spotify:track:70Q0uSXzK5EPzoEAbYNyEX,2021,2020,epsilon,C2161
Vladimir's Blues,The Blue Notebooks (15 Years),Max Richter,2018-05-11,78546,68,0.995,0.375,0.165,0.901,0.105,-21.918,0.0676,114.728,0.0581,3,9,1,spotify:track:6a7vpKrVXdAyMItaQI9ZYS,2018,2020,epsilon,C2179
Dance Of the Cryptek,"Warhammer 40,000: Mechanicus (Original Soundtrack)",Guillaume David,2020-02-19,428000,0,0.683,0.181,0.458,0.873,0.103,-16.259,0.168,171.793,0.0509,3,11,0,spotify:track:6JDZZLZek6J9eCBNXGqECB,2020,2020,epsilon,C2275
Shooting Stars,Bag Raiders (Deluxe),Bag Raiders,2011-01-01,235813,69,0.0893,0.636,0.72,0.0178,0.0868,-6.195,0.0432,124.944,0.425,4,11,1,spotify:track:0UeYCHOETPfai02uskjJ3x,2011,2020,epsilon,C2290
Slip N Slide,Slip N Slide,Pandrezz,2019-03-15,161927,23,0.851,0.669,0.442,0.432,0.0848,-9.195,0.0586,82.999,0.293,4,7,1,spotify:track:00rMxNO6kyH3bKclgD1h9j,2019,2020,epsilon,C2306
"The Bridge Of Khazad-Dum (From ""The Lord Of The Rings"")","The Bridge Of Khazad-Dum (From ""The Lord Of The Rings"")",Eurielle,2015-09-18,209454,0,0.982,0.0856,0.2,0.926,0.0964,-12.864,0.0395,83.909,0.0329,4,5,0,spotify:track:4IK7WNVQUH7A49hDt9wyCh,2015,2020,epsilon,C2357
Nightsong,World of Warcraft: Cataclysm Original Soundtrack,Various Artists,2010-12-07,158358,43,0.654,0.248,0.541,0.813,0.217,-12.956,0.0436,137.317,0.207,3,2,0,spotify:track:4RopFgGSZ3zcQqcb4PTvJA,2010,2020,epsilon,C2381
ANYTH1NG,ANYTH1NG,Aurora B.Polaris,2020-03-19,251873,0,0.00303,0.28,0.857,3.14e-05,0.0811,-3.425,0.0961,150.096,0.352,4,5,1,spotify:track:3GncMmDEtdAp0E95RHlKKp,2020,2020,epsilon,C2445
Whispers,Arcadia,Eurielle,2015-12-05,267600,0,0.825,0.0816,0.323,0.97,0.0877,-12.463,0.0345,82.684,0.0394,4,7,0,spotify:track:52TFQNqVTe7HajushrUZA6,2015,2020,epsilon,C2488
Largest Star,Largest Star,Epic Mountain,2020-09-22,535010,20,0.592,0.115,0.483,0.934,0.107,-14.03,0.054,72.982,0.117,4,7,1,spotify:track:1p2wOubWJfrZRCVZdquhp7,2020,2020,epsilon,C2523
Abyss Watchers,Dark Souls 3,Various Artists,2016-01-01,291040,0,0.89,0.198,0.373,0.975,0.0941,-12.357,0.0366,75.073,0.102,4,5,0,spotify:track:5Ned68jbXYITHR1LuRdiaY,2016,2020,epsilon,C2545
Droid Rage,195,OGRE Sound,2014-11-17,111111,56,0.0662,0.638,0.731,0.83,0.11,-7.125,0.0481,108.055,0.42,4,11,1,spotify:track:6BzXcsB6HhmO7yQ7qBjK48,2014,2020,epsilon,C2564
Noosphere,"Warhammer 40,000: Mechanicus (Original Soundtrack)",Guillaume David,2020-02-19,388845,0,0.39,0.356,0.389,0.905,0.205,-14.46,0.0477,146.063,0.135,4,0,0,spotify:track:7kPmIxam2CzIkGGLffaQ3k,2020,2020,epsilon,C2567
Pyramids,Pyramids,ZVBXR,2019-07-01,164226,31,0.0105,0.773,0.731,0.312,0.101,-8.856,0.0958,113.996,0.447,4,1,0,spotify:track:3riW7DYB2rhNLy18gPd1ZH,2019,2020,epsilon,C2598
Where Do We Go,Where Do We Go,Wiljan,2017-07-02,267428,30,0.172,0.387,0.346,0.786,0.102,-11.793,0.0339,140.017,0.0372,4,4,0,spotify:track:4FSYEsVqmMIaWm29qXe59k,2017,2020,epsilon,C2649
Prologue (feat. Julie Elven) - Part 1 - Motherland,Horizon Zero Dawn (Original Soundtrack),Various Artists,2017-03-03,329409,0,0.916,0.0723,0.122,0.256,0.0993,-20.647,0.044,78.334,0.0345,4,5,0,spotify:track:0KApFwJKlOknXLLt8mDEmi,2017,2020,epsilon,C2655
Remedy,Remedy,Rilès,2017-03-27,219753,44,0.0577,0.835,0.591,0.0,0.0496,-6.137,0.0319,109.098,0.827,4,9,0,spotify:track:1Ov7CVV56gPEmyjv3KtMi9,2017,2020,epsilon,C2664
Just Hold On,Relief,Pandrezz,2020-04-24,145714,0,0.759,0.422,0.25,0.643,0.353,-18.985,0.0814,82.276,0.302,4,0,1,spotify:track:16g7hMowb4LifbaGdDFbv0,2020,2020,epsilon,C2738
March of Progress,Old Soul,MALO,2018-06-22,427636,41,0.127,0.597,0.669,0.336,0.0963,-7.819,0.0328,109.984,0.0421,4,7,0,spotify:track:6A3LllKRvquXxypzjVWLPc,2018,2020,epsilon,C2886
Binary Signa,"Warhammer 40,000: Mechanicus (Original Soundtrack)",Guillaume David,2020-02-19,407354,0,0.949,0.239,0.128,0.865,0.107,-31.309,0.0602,69.322,0.0363,3,8,1,spotify:track:68xtI6mDumDya6glatMFT5,2020,2020,epsilon,C2895
Lettre à élise,Crown of Thorns,Efisio Cross,2020-04-14,282250,40,0.69,0.222,0.343,0.888,0.124,-15.591,0.0399,128.616,0.215,4,0,0,spotify:track:5RHIEsptplL2fVZAwzZryv,2020,2020,epsilon,C2896
Spirit in the Sky,Music From The Motion Picture Michael,Various Artists,1996,239600,0,0.112,0.601,0.643,0.00209,0.088,-5.828,0.0314,128.262,0.552,4,2,1,spotify:track:0Y2SrByf4G3kbq2nBEHQRn,1996,2020,epsilon,C2904
Aeons - We Are All Astronauts Remix,Aeons,Olaf Stuut,2017-02-27,537896,25,0.388,0.586,0.62,0.855,0.102,-11.0,0.0388,119.975,0.0322,4,10,0,spotify:track:0parKbfhq70aUrE3aizKVL,2017,2020,epsilon,C2935
Warbringers: Jaina,Battle For Azeroth: Warbringers,Various Artists,2018-08-09,248190,49,0.871,0.275,0.25,8.02e-05,0.113,-13.97,0.0567,84.097,0.0845,4,1,1,spotify:track:2MENUewcb6uNWJI6mDB3jq,2018,2020,epsilon,C2955
To Glory,Invincible,Two Steps from Hell,2010-05-03,275816,52,0.022,0.36,0.918,0.92,0.274,-8.996,0.109,104.976,0.289,3,1,1,spotify:track:4qxQreMZwLWqfrD9e2dZoz,2010,2020,epsilon,C2977
Understood,Understood,Rilès,2017-06-25,207772,48,0.241,0.839,0.629,0.0,0.108,-5.663,0.147,94.008,0.724,4,3,0,spotify:track:4sTDuXa8uGDHwJdsXUqIBo,2017,2020,epsilon,C3012
Fight Back,Fight Back,Ummet Ozcan,2020-03-06,168527,51,0.00237,0.408,0.8,0.763,0.0713,-6.716,0.0533,103.466,0.128,3,7,1,spotify:track:5Nz7bPlrxUA0NOqYHAaMm8,2020,2020,epsilon,C3020
Who Will Save Us Now,Who Will Save Us Now,David Chappell,2017-02-02,381668,40,0.927,0.204,0.372,0.933,0.126,-9.743,0.0326,104.511,0.0712,4,5,0,spotify:track:098x2YmtSd6W3UixT1P0i1,2017,2020,epsilon,C3079
Blind - Citylights Remix,Blind (Citylights Remix),The M Machine,2017-07-14,183006,29,0.0157,0.452,0.911,0.0865,0.17,-4.419,0.123,99.926,0.154,4,6,0,spotify:track:3y1TbP5maE90LbwUVxptGc,2017,2020,epsilon,C3083
Warriors of Mars,"Warhammer 40,000: Mechanicus (Original Soundtrack)",Guillaume David,2020-02-19,269753,0,0.338,0.355,0.433,0.894,0.109,-14.547,0.0355,91.157,0.128,4,1,1,spotify:track:1I1VrkCMZLeZyY4H1Tnw6H,2020,2020,epsilon,C3157
