name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
Baobab,Baobab,Waysons,2017-04-07,184703,0,0.0185,0.651,0.728,0.462,0.116,-4.719,0.0596,150.141,0.333,4,5,0,spotify:track:2mUj1keQv8OV3WLd8llAnM,2017,2017,epsilon,C21
Too Fast,Too Fast,Wizard,2017-03-19,160052,0,0.0604,0.741,0.533,0.751,0.0983,-13.013,0.037,123.008,0.236,4,6,1,spotify:track:4AHDlIGdyFTe2A37G1Hf2j,2017,2017,epsilon,C85
Ghosts 'n' Stuff,For Lack Of A Better Name,deadmau5,2009-01-01,328253,58,3.97e-05,0.617,0.617,0.0598,0.253,-6.941,0.122,127.996,0.517,4,8,1,spotify:track:4ua0IepBEISCWwF8dTJvcU,2009,2017,epsilon,C113
Watercolour - Full Version; Single,Immersion,Pendulum,2010-05-21,304106,60,0.000174,0.421,0.896,0.039,0.323,-5.696,0.103,174.065,0.169,4,5,0,spotify:track:5ami95W9OOWQPwrBb5tud5,2010,2017,epsilon,C121
Blue (Da Ba Dee),Blue (Da Ba Dee),We Rabbitz,2017-04-07,185304,36,0.0276,0.679,0.549,1.93e-05,0.171,-8.67,0.0354,120.034,0.477,4,11,0,spotify:track:374oL2AlfEPD4LZdjI3tjm,2017,2017,epsilon,C309
DJ Turn It Up,Amsterdam Twerk Music,Yellow Claw,2013-10-15,211776,65,0.000956,0.829,0.695,0.178,0.112,-5.561,0.0473,102.018,0.369,4,1,1,spotify:track:1ivuWgxFQb2xzxVNSlB1hF,2013,2017,epsilon,C335
Strobe - Radio Edit,Strobe,deadmau5,2010-01-01,214186,54,8.45e-05,0.649,0.706,0.831,0.163,-7.209,0.031,128.032,0.0736,4,8,0,spotify:track:6c9EGVj5CaOeoKd9ecMW1U,2010,2017,epsilon,C352
Had Some Drinks,Had Some Drinks,Two Feet,2017-05-19,140973,0,0.14,0.825,0.304,0.000498,0.147,-11.597,0.101,84.927,0.3,4,5,1,spotify:track:2ap1x3VLFXzeVRDl14PYsM,2017,2017,epsilon,C392
Polaris,"We Are Friends, Vol. 6",Various Artists,2017-03-24,585000,0,0.0362,0.67,0.792,0.881,0.101,-8.211,0.0465,128.018,0.0348,3,7,1,spotify:track:6Qng1hawspj0ddyexe0IHV,2017,2017,epsilon,C420
E.L.E.P.H.A.N.T,E.L.E.P.H.A.N.T,Booba,2016-07-25,182801,0,0.176,0.84,0.69,1.77e-05,0.102,-4.525,0.0623,121.028,0.258,4,6,0,spotify:track:0zw22D56UqMoouDHEp3d8p,2016,2017,epsilon,C463
Stronger,Graduation (UK Version),Kanye West,2007-09-11,311866,2,0.00564,0.617,0.717,0.0,0.408,-7.858,0.153,103.992,0.49,4,10,0,spotify:track:4y6c5vMzKKM3KsMbHtjKx5,2007,2017,epsilon,C473
When I Say I Love U (Saux Remix),When I Say I Love U (Saux Remix),Shy Girls,2013-12-01,257884,0,0.362,0.726,0.399,0.0517,0.109,-12.88,0.0667,103.99,0.0608,4,0,1,spotify:track:0JpMvWrCGVQozGUPRHSpzL,2013,2017,epsilon,C482
It's over (feat. Maki Flow),It's over (feat. Maki Flow),JØD,2017-05-05,234083,38,0.0276,0.42,0.612,0.0,0.0945,-6.333,0.0353,97.967,0.206,4,8,1,spotify:track:0NNb1JjdbVOgE6pDqIkvkU,2017,2017,epsilon,C514
Champions,Champions,Various Artists,2016-06-10,334253,0,0.0653,0.696,0.774,0.0,0.87,-2.424,0.084,134.985,0.33,4,6,0,spotify:track:3eZGNBvKkExXp8q5FAyM8y,2016,2017,epsilon,C529
'Till I Collapse,The Eminem Show,Eminem,2002-05-26,297893,0,0.0748,0.551,0.851,0.0,0.0784,-3.277,0.197,171.411,0.1,4,1,1,spotify:track:6yr8GiTHWvFfi4o6Q5ebdT,2002,2017,epsilon,C586
Espera,Espera,Emrod,2017-04-14,242285,40,0.139,0.734,0.639,0.844,0.527,-8.653,0.0831,105.041,0.0937,3,4,0,spotify:track:41u2DXpWr06sRGtvrgtyhH,2017,2017,epsilon,C710
Issues - Alan Walker Remix,Issues (Alan Walker Remix),Julia Michaels,2017-05-05,181000,0,0.163,0.529,0.765,1.97e-06,0.105,-4.368,0.0718,112.468,0.646,4,8,1,spotify:track:6nlXWOyoCPLXXWaklOyQcb,2017,2017,epsilon,C720
Tonight Tonight,Whatever,Hot Chelle Rae,2011-11-25,200466,72,0.0764,0.686,0.783,0.0,0.163,-4.977,0.119,99.978,0.814,4,4,1,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,2011,2017,epsilon,C784
Stems,Stems,Half an Orange,2017-06-30,180900,0,0.679,0.548,0.454,0.000629,0.108,-11.185,0.178,74.891,0.162,4,10,0,spotify:track:6c47vE5LXS2ccZKScluvep,2017,2017,epsilon,C812
Forgive,Vox EP,Wizard,2017-03-25,177057,28,0.000484,0.714,0.647,0.898,0.293,-12.252,0.0666,122.048,0.0393,4,1,1,spotify:track:6CVCIVhzjsR6SHtTSlTRcg,2017,2017,epsilon,C1034
Rendezvous (feat. Leon Thomas) [Tyron Hapi Remix],Rendezvous - REMIXES,Kronic,2017-05-01,187734,0,0.0644,0.666,0.627,0.0,0.13,-6.051,0.032,98.99,0.272,4,7,0,spotify:track:5TgCPHDjp961atkB0atlRo,2017,2017,epsilon,C1093
In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,193466,85,0.255,0.899,0.713,0.0,0.0708,-2.752,0.366,90.051,0.777,4,6,0,spotify:track:7iL6o9tox1zgHpKUfh9vuC,2003,2017,epsilon,C1099
Rap Game,Le Code De L'horreur,Rohff,2008-12-12,266760,40,0.163,0.851,0.808,0.0,0.126,-3.684,0.327,83.994,0.489,4,8,1,spotify:track:0Q2V3BgdeM9UdrUjb1PavJ,2008,2017,epsilon,C1109
What's Love,Real / Love EP,The Tech Thieves,2017-06-28,223058,29,0.255,0.588,0.434,0.000125,0.108,-8.291,0.0452,170.264,0.137,4,1,0,spotify:track:18e9NKI6HEMrDzZN06CaS8,2017,2017,epsilon,C1158
Don't Hurt,Don't Hurt,Mike Williams,2017-05-08,215624,0,0.0351,0.647,0.781,3.65e-05,0.181,-6.06,0.0432,128.013,0.274,4,1,0,spotify:track:1Gf0LKwsdN4pHPIGHEQXv1,2017,2017,epsilon,C1162
The Sound of Silence,Immortalized (Deluxe Edition),Disturbed,2015-08-15,248466,73,0.468,0.322,0.28,1.1e-06,0.102,-9.367,0.0281,85.794,0.175,4,6,0,spotify:track:0eZBeB2xFIS65jQHerispi,2015,2017,epsilon,C1179
J'accélère,"P.D.R.G. (Pouvoir, Danger, Respect & Game)",Rohff,2013-09-23,275933,34,0.0242,0.467,0.9,0.0,0.365,-4.553,0.344,92.183,0.422,4,9,1,spotify:track:6VU2I6gV1bLcl84wL3HGQM,2013,2017,epsilon,C1187
Leave Me,Leave Me,Tandee,2017-04-03,194695,0,0.156,0.493,0.95,0.65,0.0509,-3.989,0.373,157.012,0.449,4,2,0,spotify:track:6yGZRH6emg318LjgrwNqBz,2017,2017,epsilon,C1210
Hallucinations,Hallucinations,R3HAB,2017-04-28,176065,0,0.0107,0.807,0.59,0.00033,0.0697,-7.918,0.0483,122.015,0.506,4,5,0,spotify:track:7rwqkua9U2yWomm2hIPdOm,2017,2017,epsilon,C1291
Trouble,Trouble,R3HAB,2017-01-27,173203,0,0.183,0.673,0.595,6.71e-05,0.149,-6.075,0.0863,94.237,0.558,4,0,1,spotify:track:3A2waEDfZQfl6RNOn8Y1xW,2017,2017,epsilon,C1361
The Kids Aren't Alright,Americana,The Offspring,1998-11-16,180160,0,0.00594,0.527,0.941,2.89e-05,0.0641,-4.213,0.0377,99.636,0.793,4,1,1,spotify:track:01a0J96fRD91VnjQQUCqMK,1998,2017,epsilon,C1362
Diamanten,Gute Nacht,Kontra K,2017-04-28,207354,46,0.158,0.468,0.834,0.0,0.282,-5.898,0.391,86.8,0.553,4,9,0,spotify:track:0RE7AgMKdpcvRkK7EhNoBs,2017,2017,epsilon,C1365
Five Hours,Five Hours,Deorro,2014-04-02,326887,0,0.0197,0.88,0.821,0.661,0.234,-2.545,0.118,127.907,0.575,4,5,0,spotify:track:5UvhBC5nySpIgrJA7OvjwQ,2014,2017,epsilon,C1368
Light,Light,San Holo,2017-02-10,239853,63,0.0857,0.57,0.763,2.49e-06,0.0932,-4.137,0.0573,150.088,0.43,4,1,1,spotify:track:6jq6rcOikCZAmjliAgAmfT,2017,2017,epsilon,C1408
Another World,Another World,Approaching Nirvana,2017-05-06,210857,16,0.00701,0.547,0.739,0.0893,0.369,-8.025,0.0416,139.939,0.253,4,8,1,spotify:track:2HvBuQsvqfdwDkpoCxFMqd,2017,2017,epsilon,C1441
