name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
Oceans (feat. Nylo),Prologue,Emmit Fenn,2017-06-21,248231,22,0.0556,0.477,0.585,0.0,0.109,-7.682,0.176,139.904,0.177,4,3,0,spotify:track:3E7DuZVdXO8zDdrsVyvCLx,2017,2018,epsilon,C46
,,Various Artists,0000,0,0,0.949,0.424,0.296,0.374,0.293,-15.004,0.043,118.094,0.24,4,10,1,spotify:track:2u9vbtu5Vkg8osAqPHqD1w,0,2018,epsilon,C56
We Are One,We Are One,Sarazar,2017-06-16,202001,23,0.284,0.804,0.553,0.231,0.0719,-6.081,0.0351,119.994,0.215,4,0,0,spotify:track:4MlugS1oqFp52kInDUSxN5,2017,2018,epsilon,C83
Particles - Piano Version,Broken Machine (Deluxe),Nothing But Thieves,2017-09-08,219760,49,0.872,0.438,0.296,1.97e-06,0.105,-6.433,0.0432,111.153,0.304,4,11,0,spotify:track:38aJAzjCVhi2znvtg1zQZA,2017,2018,epsilon,C112
Apocalypse (EFL111),Electric For Life Episode 111,Gareth Emery,2017-01-11,205914,7,0.112,0.625,0.466,0.0,0.128,-8.885,0.0464,121.566,0.105,4,9,0,spotify:track:40WuulBe6XS7bJCXZiX9lr,2017,2018,epsilon,C158
Brand,Brand,Ghasper,2016-09-23,246007,25,0.696,0.471,0.711,0.0367,0.0358,-4.665,0.116,160.163,0.31,4,2,1,spotify:track:6cLlBaaZIZZ7XvnsLYar8c,2016,2018,epsilon,C267
Flesh without Blood,Art Angels,Grimes,2015-11-06,264523,0,0.000904,0.481,0.965,0.000727,0.476,-2.993,0.0875,155.938,0.66,4,8,1,spotify:track:4ZcGbQ5dOKX6rJk4yvza9R,2015,2018,epsilon,C310
Rock U,"Ibiza G, 2015",Various Artists,2015-08-24,401910,0,0.087,0.821,0.546,0.135,0.043,-10.009,0.154,122.02,0.28,4,1,1,spotify:track:1Dik6d4yIQbpQO3pkJXUrv,2015,2018,epsilon,C361
Strobe - Radio Edit,Strobe,deadmau5,2010-01-01,214186,54,8.45e-05,0.649,0.706,0.831,0.163,-7.209,0.031,128.032,0.0736,4,8,0,spotify:track:6c9EGVj5CaOeoKd9ecMW1U,2010,2018,epsilon,C430
Pandora's Cluster,Pandora's Cluster,Duumu,2017-07-07,201230,0,0.984,0.381,0.168,0.829,0.0746,-22.274,0.0322,64.996,0.038,4,5,1,spotify:track:190nWcapenJ7Tu9OPXLL1q,2017,2018,epsilon,C439
Phoenix,Phoenix,Morgan Nagoya,2017-12-15,154285,27,0.00851,0.631,0.951,0.00742,0.211,-1.453,0.0383,125.95,0.371,4,11,1,spotify:track:7gfanBQNb9cdMDQ6p2nii0,2017,2018,epsilon,C510
Kill V. Maim,Art Angels,Grimes,2015-11-06,246006,0,0.00744,0.578,0.947,0.0816,0.105,-2.431,0.036,134.034,0.456,4,11,0,spotify:track:17eu2pSgSUpIG1GFWBnODv,2015,2018,epsilon,C551
Le départ,Odyssée - EP,L'Impératrice,2015-10-12,119633,62,0.0613,0.539,0.736,0.934,0.0734,-10.608,0.036,110.0,0.503,3,11,0,spotify:track:0UODoj6stYv542c7NB9MNd,2015,2018,epsilon,C600
The Future - Taska Black Remix,The Future (Remixes),San Holo,2017-10-13,194072,24,0.0514,0.329,0.772,0.036,0.104,-6.308,0.089,70.552,0.243,4,9,0,spotify:track:59i2ycqIZG1Z7sTbW8Mt8n,2017,2018,epsilon,C615
The Middle,The Middle,Zedd,2018-01-23,184732,0,0.208,0.748,0.652,0.0,0.128,-3.02,0.058,106.914,0.431,4,7,1,spotify:track:2ARqIya5NAuvFVHSN3bL0m,2018,2018,epsilon,C647
Fallin' (feat. Jacqueline Harvey),Fallin' (feat. Jacqueline Harvey),Tusk,2017-11-02,225981,7,0.131,0.615,0.829,0.0,0.0578,-2.876,0.271,159.997,0.695,4,7,0,spotify:track:6BWaUCegeKhTs7Ax1dgDoT,2017,2018,epsilon,C664
Had Some Drinks,Had Some Drinks,Two Feet,2017-05-19,140973,0,0.14,0.825,0.304,0.000498,0.147,-11.597,0.101,84.927,0.3,4,5,1,spotify:track:2ap1x3VLFXzeVRDl14PYsM,2017,2018,epsilon,C668
I Can See My Eyes in Your Tears,Out of the Cave,Pandrezz,2018-05-12,129600,21,0.502,0.628,0.293,0.00594,0.222,-8.51,0.0791,75.007,0.0754,3,1,1,spotify:track:2vRbFBOmZu7uWlCAc4rtl8,2018,2018,epsilon,C671
Good Vibes - Radio Edit,Good Vibes (Radio Edit),PLS&TY,2017-11-24,170390,0,0.202,0.648,0.609,0.0,0.0953,-4.725,0.0292,92.007,0.446,4,2,0,spotify:track:48hpU4YmkJtwjIAaxJDSSw,2017,2018,epsilon,C685
GENESIS,GENESIS,GENES,2017-08-18,180937,12,0.00567,0.674,0.461,0.899,0.108,-9.713,0.0377,130.017,0.0829,4,2,1,spotify:track:1KfvoP5qQpuo29OGaStrIj,2017,2018,epsilon,C688
Somebody - Radio Edit,Somebody,SOVI,2017-11-10,207360,15,0.1,0.638,0.679,0.0633,0.228,-4.561,0.0593,125.018,0.625,4,1,0,spotify:track:6VfeR9p7T2Z8bUjRRHznAJ,2017,2018,epsilon,C726
La marche des hommes,La marche des hommes - Single,Soul & Sister,2017-09-01,264321,0,0.868,0.579,0.402,0.000124,0.131,-10.807,0.0409,151.95,0.84,4,0,0,spotify:track:4AypkHtBoF5Etx61ilHqoL,2017,2018,epsilon,C760
Promises,Ermit,Pandrezz,2017-08-21,199467,22,0.00698,0.797,0.374,0.282,0.424,-8.484,0.111,90.001,0.606,4,8,1,spotify:track:4HH6prQBAtn3gKDg8phau5,2017,2018,epsilon,C777
Memories,Memories,Hikari,2017-12-01,243000,14,0.0182,0.45,0.79,7.73e-06,0.343,-6.934,0.366,80.199,0.284,4,0,0,spotify:track:3HeLQzKzXiUtWTYecsX1dZ,2017,2018,epsilon,C829
Interlude,L'Écrasement De Tête,Sexion d'Assaut,2009,128493,0,0.716,0.611,0.839,0.0,0.421,-6.408,0.435,122.961,0.74,5,7,0,spotify:track:1pwyzrbv2HRAaxgjnpa0mq,2009,2018,epsilon,C830
Chupee,My Friends All Died In A Plane Crash,Cocoon,2007,176853,0,0.796,0.744,0.469,1.34e-05,0.0589,-6.539,0.0516,120.033,0.793,4,7,1,spotify:track:2Ud0kqYcphb653x1k5kWGg,2007,2018,epsilon,C834
Cooler Than Me - Single Mix,31 Minutes to Takeoff,Mike Posner,2010-08-09,213293,78,0.179,0.768,0.82,0.0,0.689,-4.63,0.0474,129.965,0.625,4,7,0,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,2010,2018,epsilon,C887
Mountain Lion Ft. Julie Elody,Mountain Lion Ft. Julie Elody,MKJ,2016-12-12,213020,0,0.53,0.62,0.805,0.0013,0.111,-8.512,0.367,119.857,0.285,4,8,0,spotify:track:43OnxDMUsDYu35o79CWaX5,2016,2018,epsilon,C939
Animal City,Wee Monsters,Unicorn Kid,2009-07-13,222730,20,0.00374,0.527,0.972,0.285,0.139,-3.445,0.235,160.069,0.314,4,0,1,spotify:track:5y8L8LumxQVmuycwyZO9Ql,2009,2018,epsilon,C946
Promesse - Short Version,Promesse (Short Version),Joachim Pastor,2017-06-02,298582,49,0.00123,0.811,0.649,0.909,0.115,-8.963,0.0323,127.013,0.271,4,7,0,spotify:track:0edyHXwgPYS6EwwVa02F3n,2017,2018,epsilon,C1050
Falling,Falling,Subtact,2017-07-13,300000,35,0.0101,0.259,0.454,0.268,0.0565,-11.058,0.0457,121.557,0.0629,4,7,1,spotify:track:1Gq66jNOLmAyUVqFfsAEmH,2017,2018,epsilon,C1059
Vay,Vay,Dj Leska,2017-07-06,219196,54,0.108,0.915,0.657,0.0,0.114,-7.806,0.164,98.011,0.577,4,2,1,spotify:track:2WK8R02y4wFijLLVPLVH4d,2017,2018,epsilon,C1069
Square,Black & White,Creaky Jackals,2017-04-03,260625,22,0.054,0.699,0.798,0.865,0.193,-7.137,0.0617,127.928,0.0623,4,9,0,spotify:track:7stPJcEDEwkXRYDSBXtSaE,2017,2018,epsilon,C1070
Between Us (Direct Remix),Between Us,Elènne,2017-10-13,225703,0,0.478,0.536,0.381,0.202,0.103,-13.072,0.0602,132.119,0.0379,4,8,0,spotify:track:0OtxbBIzTL4BcCVtC5GQqt,2017,2018,epsilon,C1173
The Way I Are,Shock Value Deluxe Version (International Version),Timbaland,2007-01-01,179280,0,0.179,0.73,0.807,0.718,0.28,-6.475,0.114,114.715,0.727,4,3,0,spotify:track:5J7iGuzi7Nj8SGvt0TAVzK,2007,2018,epsilon,C1174
A Land of War and Poetry (feat. Jeremy Soule),The Elder Scrolls Online: Morrowind (Original Game Soundtrack),Brad Derrick,2017-06-07,241153,42,0.3,0.388,0.526,0.826,0.109,-12.14,0.0356,99.965,0.093,3,9,0,spotify:track:4wNhTgJbhVvbijqd1L4azW,2017,2018,epsilon,C1254
White Label (Is This Love),White Label (Is This Love),Still Young,2017-03-24,192000,37,0.306,0.696,0.795,7.72e-06,0.243,-4.892,0.188,126.186,0.165,4,8,0,spotify:track:1xBAWewcnRlCTeFOkrelDo,2017,2018,epsilon,C1345
Agitations tropicales,Odyssée - EP,L'Impératrice,2015-10-12,248892,68,0.564,0.76,0.401,0.259,0.0977,-9.537,0.0674,115.989,0.619,4,1,0,spotify:track:2La21GqU4fKTQLcfLxTeoz,2015,2018,epsilon,C1351
Rising Sun,Graviity,GRAViiTY,2017-09-27,215609,0,0.0702,0.896,0.478,0.925,0.114,-8.099,0.0413,123.018,0.346,4,2,0,spotify:track:2KA6dhXmz72kvaEK0liYZL,2017,2018,epsilon,C1373
Out of My Head (feat. Trey Songz),Lasers,Lupe Fiasco,2011-03-04,204013,49,0.0145,0.588,0.847,0.0,0.436,-4.734,0.0675,99.058,0.38,4,11,0,spotify:track:4Nomj38R7Ds0P8I8orW2Tv,2011,2018,epsilon,C1455
Sundays,Chillhop Essentials Summer 2018,Various Artists,2018-06-20,212250,0,0.895,0.576,0.242,0.949,0.164,-12.679,0.233,143.926,0.474,1,7,1,spotify:track:6gLMt4MqDwYPRWSGJOXN5Q,2018,2018,epsilon,C1496
Sweet Dreams,Interference,Chunda Munki,2017-05-10,370833,0,0.0511,0.959,0.296,0.0196,0.0856,-11.363,0.575,122.006,0.239,4,8,1,spotify:track:02Y6pkT2teCPelIfCOdIVh,2017,2018,epsilon,C1613
La Puissance,Au-Delà De Mes Limites,Rohff,2005-12-16,255266,52,0.0248,0.74,0.884,0.0,0.0788,-2.224,0.192,94.874,0.404,4,4,0,spotify:track:1cWxCvep4soXYHkXDmJpSg,2005,2018,epsilon,C1621
Watch It Burn,Watch It Burn,Honka,2017,180816,13,0.0384,0.515,0.73,2.83e-06,0.253,-4.588,0.0608,149.821,0.482,4,4,0,spotify:track:3dBTcj1JhaRFuXyfWzqxoS,2017,2018,epsilon,C1655
Unforgettable,Jungle Rules,French Montana,2017-07-14,233901,86,0.0293,0.726,0.769,0.0101,0.104,-5.043,0.123,97.985,0.733,4,6,1,spotify:track:3B54sVLJ402zGa6Xm4YGNe,2017,2018,epsilon,C1747
Instant Gratification - Nu Aspect Remix,Instant Gratification (Remixes),Miranda Glory,2017-12-15,210480,26,0.362,0.876,0.68,2.08e-05,0.642,-5.562,0.0602,119.988,0.572,4,0,0,spotify:track:39dv4IPJ5amId6CCE5hvNC,2017,2018,epsilon,C1793
Get Busy,Dutty Rock,Sean Paul,2002-11-12,211666,13,0.615,0.735,0.824,0.0,0.158,-4.143,0.036,100.202,0.726,4,10,0,spotify:track:5qTvkDrSfvwDv6RBjjcfQr,2002,2018,epsilon,C1796
Pon de Replay,Pon de Replay,Ed Marquis,2017-05-16,257505,27,0.0161,0.767,0.703,0.873,0.0548,-9.392,0.0983,104.95,0.336,4,6,0,spotify:track:0c8FWNL50E5hZL8RUTVsJO,2017,2018,epsilon,C1814
Waterfalls,Arcana,Killigrew,2017-07-11,230427,0,0.796,0.294,0.334,0.248,0.0574,-14.385,0.0329,100.313,0.0831,4,2,0,spotify:track:0EmhCV30GkpGtw4o96kju8,2017,2018,epsilon,C1868
Strippers,Steady Stackin,Wizard,2015-11-15,222040,39,0.00364,0.68,0.513,0.797,0.103,-8.863,0.033,126.007,0.594,4,6,1,spotify:track:7FQk91QWE41NkwYP9cNqLl,2015,2018,epsilon,C1885
Magic,Ghost Stories,Coldplay,2014-05-19,285014,75,0.0266,0.738,0.482,0.621,0.106,-8.917,0.0402,93.457,0.352,4,6,0,spotify:track:23khhseCLQqVMCIT1WMAns,2014,2018,epsilon,C1887
Rap Game,Le Code De L'horreur,Rohff,2008-12-12,266760,40,0.163,0.851,0.808,0.0,0.126,-3.684,0.327,83.994,0.489,4,8,1,spotify:track:0Q2V3BgdeM9UdrUjb1PavJ,2008,2018,epsilon,C1890
,,Various Artists,0000,0,0,0.932,0.493,0.225,0.943,0.154,-20.393,0.0333,121.957,0.0405,4,7,1,spotify:track:3KeLM7pPWFf1w3tUkrlmWE,0,2018,epsilon,C1891
Butterflies,Butterflies,Rameses B,2017-05-09,289529,27,0.187,0.551,0.549,0.895,0.105,-10.377,0.0355,173.937,0.151,4,11,0,spotify:track:22hpaXCT7Z4IkfDous03Px,2017,2018,epsilon,C1907
Little Lies,Halcyon,Gold/Shade,2017-10-06,169392,0,0.0603,0.27,0.812,1.65e-06,0.0569,-4.852,0.0678,69.981,0.17,4,2,0,spotify:track:1AzPDfv2x8KxQ8PaLLWwoS,2017,2018,epsilon,C1962
Balloon,"Your Story, Vol. 1",Ikson,2017-11-10,168224,0,0.542,0.689,0.418,0.864,0.108,-8.519,0.0804,81.491,0.421,4,5,1,spotify:track:4xVmdEi9BFSLsb3r6X28xO,2017,2018,epsilon,C1967
Café,A Summer Day in Paris EP,Pandrezz,2018-06-23,164421,25,0.0838,0.84,0.399,0.0692,0.0895,-9.053,0.0497,94.993,0.33,4,8,1,spotify:track:4OvyBCWxvVQfrkRyrWL0nQ,2018,2018,epsilon,C2005
I Got Love,I Got Love,MiyaGi & Endspiel,2017-06-01,276687,0,0.146,0.665,0.872,0.0,0.15,-4.361,0.199,106.035,0.233,4,5,1,spotify:track:5rwsJbBNa8SfPW4oFA1GjP,2017,2018,epsilon,C2029
Parfum thérémine,Odyssée - EP,L'Impératrice,2015-10-12,304993,53,0.454,0.662,0.591,0.878,0.105,-10.907,0.033,102.045,0.204,4,6,0,spotify:track:76fdtNvwn6hkOmBvgOom7L,2015,2018,epsilon,C2032
